"311","Doele straat","https://adamlink.nl/geo/street/oude-doelenstraat/3382"
"312","Princen Hoff steeg","https://adamlink.nl/geo/street/prinsenhofssteeg/3685"
"313","St Angenite straat","https://adamlink.nl/geo/street/sint-agnietenstraat/4093"
"314","Academia of Jlustre school",
"315","Sleyk straat","https://adamlink.nl/geo/street/slijkstraat/4134"
"316","Rus-land","https://adamlink.nl/geo/street/rusland/3914"
"317","Spin-huys steeg","https://adamlink.nl/geo/street/spinhuissteeg/4228"
"318","Spin-huys dwars steeg","https://adamlink.nl/geo/street/dwars-spinhuissteeg/1132"
"319","Oude hoog straat","https://adamlink.nl/geo/street/oude-hoogstraat/3384"
"320","Petani dwars straat","https://adamlink.nl/geo/street/bethaniendwarsstraat/425"
"321","Boere steeg","https://adamlink.nl/geo/street/boerensteeg/518"
"322","Petani straat","https://adamlink.nl/geo/street/bethanienstraat/426"
"323","Koe straat","https://adamlink.nl/geo/street/koestraat/2424"
"324","Barrende steeg",
"325","Bloed straat","https://adamlink.nl/geo/street/bloedstraat/500"
"326","Bloed dwars straat","https://adamlink.nl/geo/street/gordijnensteeg/1527"
"327","Munneke straat","https://adamlink.nl/geo/street/monnikenstraat/3030"
"328","Meule steeg","https://adamlink.nl/geo/street/molensteeg/3020"
"329","Boom steeg","https://adamlink.nl/geo/street/boomsteeg/542"
"330","Zee dyck","https://adamlink.nl/geo/street/zeedijk/5154"
"331","Frans-talingen steeg","https://adamlink.nl/geo/street/elleboogsteeg/1241"
"332","Water-poorts steeg","https://adamlink.nl/geo/street/waterpoortsteeg/4898"
"333","Storm steeg","https://adamlink.nl/geo/street/stormsteeg/4334"
"334","Fenynige steeg","https://adamlink.nl/geo/street/fenijnighsteeghjen/5645"
"335","Water steeg","https://adamlink.nl/geo/street/klovenierssteeg/2410"
"336","Nieuwe-hoog straat","https://adamlink.nl/geo/street/nieuwe-hoogstraat/3150"
"337","Onkel-boer steeg","https://adamlink.nl/geo/street/onkelboerensteeg/3298"
"338","Bisschops steeg","https://adamlink.nl/geo/street/zandstraat/5145"
"339","Sand straat","https://adamlink.nl/geo/street/zanddwarsstraat/5141"
"340","Modder-molen steeg","https://adamlink.nl/geo/street/moddermolensteeg/2999"
"341","Verwers straat","https://adamlink.nl/geo/street/verversstraat/4748"
"342","Staal straat","https://adamlink.nl/geo/street/staalstraat/4282"
"343","Swanen-burg straat","https://adamlink.nl/geo/street/zwanenburgerstraat/5221"
